HRR,HRR Name,Provider ID,Hospital Name,City,State,System,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees medical inpatient days at hospital to which they were assigned,Hospital Care Intensity Index during the Last Two Years of Life,Total Medicare Reimbursements per Decedent during the Last Two Years of Life,Inpatient Sector Reimbursements per Decedent during the Last Two Years of Life,Outpatient Sector Reimbursements per Decedent during the Last Two Years of Life,SNF/Long-Term Care Sector Reimbursements per Decedent during the Last Two Years of Life,Home Health Sector Reimbursements per Decedent during the Last Two Years of Life,Hospice Sector Reimbursements per Decedent during the Last Two Years of Life,Ambulance spending per Decedent during the last two years of life,Reimbursements for Durable Medical Equipment per Decedent during the Last Two Years of Life,Other spending per Decedent during the last two years of life,Part B Spending per Decedent during the Last Two Years of Life,Part B Spending for Evaluation & Management per Decedent during the Last Two Years of Life,Part B Spending for Procedures per Decedent during the Last Two Years of Life,Part B Spending for Imaging per Decedent during the Last Two Years of Life,Part B Spending for Tests per Decedent during the Last Two Years of Life,Other Part B spending per Decedent during the last two years of life,Hospital reimbursements per Decedent during the last two years of life,Inpatient Days per Decedent during the Last Two Years of Life,Reimbursements per patient day (calculated),Hospital Reimbursements: Ratio to US Average (calculated),Hospital Days: Ratio to US Average (calculated),Reimbursements per Day: Ratio to US Average (calculated),Payments for physician visits per Decedent during the last two years of life,Physician Visits per Decedent during the Last Two Years of Life,Payments per physician visit (calculated),Physician visit payments: Ratio to US Average (calculated),Physician visits: Ratio to US Average (calculated),Payments per visit: Ratio to US Average (calculated),"Hospital Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Total ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","High-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Intermediate-Intensity ICU Bed Inputs per 1,000 Decedents during the Last Two Years of Life","Medical & Surgical Unit Bed Inputs per 1,000 Decedents during the Last Two Years of Life","SNF Bed Inputs per 1,000 Dededents during the Last Two Years of Life","FTE Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Medical Specialist Labor Inputs per 1,000 Decedents during the Last Two Years of Life","FTE Primary Care Physician Labor Inputs per 1,000 Decedents during the Last Two Years of Life",Standardized FTE physician labor: Ratio MS/PC (calculated),"RNs Required Under Proposed Federal Standards per 1,000 Decedents during the Last Two Years of Life",Inpatient Days per Decedent during the Last Six Months of Life,Total ICU Days per Decedent during the Last Six Months of Life,High-Intensity ICU Days per Decedent during the Last Six Months of Life,Intermediate-Intensity ICU Days per Decedent during the Last Six Months of Life,Medical & Surgical Unit Days per Decedent during the Last Six Months of Life,SNF Days per Decedent during the Last Six Months of Life,Physician Visits per Decedent during the Last Six Months of Life,Medical Specialist Visits per Decedent during the Last Six Months of Life,Primary Care Visits per Decedent during the Last Six Months of Life,Physician visits per decedent last 6 months: Ratio MS/PC (calculated),Home Health Agency Visits per Decedent during the Last Six Months of Life,Percent of Deaths Occurring In Hospital,Percent of Deaths Associated With ICU Admission,Percent of Decedents Enrolled In Hospice during the Last Six Months of Life,Hospice Days per Decedent during the Last Six Months of Life,Percent of Decedents Seeing 10 or More Different Physicians during the Last Six Months of Life,Number of Different Physicians Seen per Decedent during the Last Six Months of Life,Average Co-Payments per Decedent during the Last Two Years of Life,Average Co-Payments for Physician Services per Decedent during the Last Two Years of Life,Average Co-Payments for Durable Medical Equipment per Decedent during the Last Two Years of Life
351,PA- ERIE,390009,St. Vincent Hospital - Erie,Erie,PA,Allegheny Health Network,303,91.1,0.9,"68,898","33,832","14,766","12,192","2,713","2,641","1,506",702,543,"11,398","5,350","2,298","1,014",799,"1,938","29,819",15.0,"1,994",0.8,0.8,1.0,"5,424",59.3,91,0.8,0.9,0.8,41.0,19.2,10.2,9.1,21.7,53.0,26.5,11.4,9.8,1.2,40.6,8.9,4.7,2.5,2.2,4.1,9.1,30.3,13.0,9.5,1.4,6.2,24.7,18.9,43.9,14.1,62.0,14.3,"3,744","3,515",229
356,PA- PHILADELPHIA,390012,Abington Health Lansdale Hosp,Lansdale,PA,Jefferson Health,288,85.4,0.9,"89,758","34,066","22,176","17,210","4,889","7,368","1,696",994,"1,358","20,804","8,438","3,914","1,251",794,"6,407","29,558",16.7,"1,771",0.8,0.9,0.9,"8,439",63.1,134,1.2,1.0,1.2,45.7,25.8,9.3,16.5,19.9,75.0,29.3,14.1,9.5,1.5,45.4,9.6,5.7,2.4,3.3,3.9,12.5,29.3,13.9,5.2,2.7,7.8,15.9,16.0,68.3,24.1,74.0,17.6,"5,800","5,514",286
350,PA- DANVILLE,390013,Evangelical Community Hospital,Lewisburg,PA,,171,90.2,0.7,"66,362","29,644","13,998","11,767","3,229","2,773","2,108","1,895",948,"11,736","5,942","1,678",865,732,"2,519","26,569",14.5,"1,829",0.7,0.8,0.9,"5,943",43.2,137,0.8,0.7,1.3,39.8,10.7,5.9,4.8,29.1,58.8,23.2,7.8,10.6,0.7,35.5,8.6,2.5,1.6,1.0,6.1,9.5,20.3,7.7,9.9,0.8,7.1,25.5,13.8,42.2,14.3,68.2,13.7,"3,483","2,947",536
335,OH- YOUNGSTOWN,390016,Jameson Hospital,New Castle,PA,UPMC,128,86.5,1.1,"81,687","37,540","14,849","15,417","5,386","4,016","2,818",754,906,"15,027","7,312","2,299","1,158",851,"3,406","32,250",19.7,"1,637",0.9,1.1,0.8,"7,338",68.4,107,1.0,1.0,1.0,54.0,28.0,26.5,1.5,26.0,68.1,31.2,13.7,11.3,1.2,60.7,9.7,5.3,5.1,0.2,4.4,10.2,30.9,16.3,8.5,1.9,10.6,21.6,16.3,50.7,18.5,67.4,15.4,"4,293","4,053",240
356,PA- PHILADELPHIA,390026,Chestnut Hill Hospital,Philadelphia,PA,Tower Health,270,85.8,1.1,"98,983","43,661","19,503","21,382","4,956","4,866","1,985",958,"1,671","19,870","9,015","3,877","1,075",940,"4,963","38,002",18.3,"2,077",1.0,1.0,1.0,"9,022",68.8,131,1.3,1.0,1.2,50.1,33.0,6.4,26.6,17.2,82.9,35.2,14.6,14.7,1.0,49.1,10.9,7.0,1.6,5.4,3.9,13.4,33.2,15.3,12.5,1.2,7.5,17.5,17.4,63.8,19.1,68.6,16.0,"5,694","5,405",289
356,PA- PHILADELPHIA,390027,Temple University Hospital,Philadelphia,PA,Temple University Health System,217,84.7,1.1,"126,616","80,590","16,419","12,647","5,498","4,380","1,756","4,636",690,"14,335","6,683","3,117",917,"1,017","2,602","75,065",21.8,"3,438",2.0,1.2,1.7,"6,716",62.8,107,0.9,0.9,1.0,59.8,36.0,12.9,23.1,23.8,46.1,30.4,15.6,8.8,1.8,60.3,12.8,7.4,3.0,4.4,5.4,9.7,30.7,16.1,9.3,1.7,10.7,25.6,22.5,62.4,18.1,67.2,17.0,"6,518","5,050","1,468"
357,PA- PITTSBURGH,390028,Upmc Mercy,Pittsburgh,PA,UPMC,181,86.5,1.2,"84,006","41,242","12,347","17,137","4,187","5,699","2,469",418,506,"15,719","7,482","2,416","1,024",569,"4,228","35,386",19.7,"1,798",0.9,1.1,0.9,"7,524",71.3,105,1.1,1.1,1.0,53.9,40.3,37.9,2.4,13.6,60.5,36.1,15.9,13.3,1.2,69.5,12.0,9.0,8.6,0.4,2.9,12.0,39.1,19.5,13.7,1.4,8.0,31.5,30.2,44.3,20.3,68.6,17.8,"4,421","4,285",137
358,PA- READING,390030,Schuylkill Med Ctr-S Jackson St,Pottsville,PA,Lehigh Valley Health Network,269,81.4,0.9,"88,478","41,923","17,332","19,605","3,514","2,878","2,035",634,556,"16,247","6,681","2,542",844,732,"5,448","37,759",18.4,"2,057",1.0,1.0,1.0,"6,690",56.1,119,0.9,0.8,1.1,50.3,10.0,7.8,2.2,40.3,93.1,30.0,9.1,14.8,0.6,44.1,11.8,2.6,2.2,0.4,9.2,18.9,27.6,9.8,13.8,0.7,7.3,20.2,12.3,46.7,15.2,71.7,15.5,"4,534","4,331",203
357,PA- PITTSBURGH,390032,Allegheny Valley Hospital,Natrona,PA,Allegheny Health Network,91,84.3,1.3,"90,626","33,559","16,743","24,269","6,668","6,313","1,906",709,451,"14,977","9,002","1,861",813,441,"2,860","26,859",16.6,"1,622",0.7,0.9,0.8,"9,026",91.8,98,1.3,1.4,0.9,45.4,25.2,11.3,13.9,20.2,55.3,39.0,18.3,13.9,1.3,46.0,9.0,4.8,1.9,2.9,4.2,10.7,45.0,22.8,15.0,1.5,14.5,16.9,14.9,64.3,21.1,75.5,18.1,"4,106","3,891",215
346,PA- ALLENTOWN,390035,St. Luke's Quakertown Hospital,Quakertown,PA,St. Luke's University Health Network,104,82.3,1.0,"87,197","38,049","18,395","15,770","4,566","7,362","1,463",934,659,"15,318","7,308","3,128",840,711,"3,331","33,468",17.8,"1,879",0.9,1.0,0.9,"7,312",58.5,125,1.0,0.9,1.2,48.8,22.7,3.4,19.3,26.1,66.4,29.8,12.0,12.5,1.0,43.9,10.0,5.0,0.8,4.2,5.0,10.3,27.6,14.0,9.0,1.6,8.9,22.1,17.5,63.6,26.5,65.0,16.6,"4,346","4,087",260
357,PA- PITTSBURGH,390036,Heritage Valley Beaver,Beaver,PA,Heritage Valley Health System,201,90.8,1.0,"79,050","31,950","14,780","18,994","5,318","5,543","1,441",495,528,"11,909","6,452","2,297",856,355,"1,949","27,316",15.3,"1,780",0.7,0.9,0.9,"6,452",65.9,98,0.9,1.0,0.9,42.1,21.8,7.4,14.3,20.3,57.7,27.9,13.2,8.7,1.5,40.7,9.2,6.4,2.0,4.5,2.7,9.7,36.1,16.9,8.6,2.0,11.7,16.3,13.9,56.0,23.7,63.6,15.7,"3,916","3,759",158
357,PA- PITTSBURGH,390041,Uniontown Hospital,Uniontown,PA,,149,89.5,1.0,"84,058","36,651","15,468","14,849","5,857","7,639","2,005","1,145",444,"12,261","5,895","2,410",934,567,"2,454","32,396",17.7,"1,826",0.9,1.0,0.9,"5,970",61.7,97,0.8,0.9,0.9,48.6,24.2,9.9,14.3,24.4,60.4,30.0,10.4,13.7,0.8,47.5,9.9,5.4,2.4,3.1,4.5,11.3,27.0,11.3,12.4,0.9,12.7,28.8,20.1,53.5,29.1,56.1,13.2,"3,873","3,520",353
357,PA- PITTSBURGH,390042,Washington Hospital,Washington,PA,Washington Health System,155,87.9,0.9,"79,508","34,644","15,151","13,011","5,713","8,026","1,416",883,665,"12,558","5,955","2,442","1,053",776,"2,332","30,457",13.8,"2,207",0.8,0.8,1.1,"6,068",60.3,101,0.9,0.9,0.9,37.8,7.0,5.6,1.4,30.8,63.5,32.1,12.9,13.3,1.0,32.9,7.8,1.7,1.6,0.2,6.1,12.1,29.1,14.1,12.3,1.1,12.6,15.9,8.9,66.5,35.6,67.1,15.2,"4,155","3,869",286
358,PA- READING,390044,Reading Hospital,West Reading,PA,Tower Health,723,95.6,1.1,"88,140","38,694","17,755","18,332","4,807","5,744","1,497",676,635,"14,436","7,171","2,552",973,697,"3,042","33,905",20.2,"1,681",0.9,1.1,0.8,"7,173",69.8,103,1.0,1.1,1.0,55.3,12.3,3.2,9.0,43.0,62.0,26.4,13.8,6.3,2.2,46.1,11.3,3.2,0.8,2.4,8.1,9.8,32.1,13.9,4.3,3.2,7.8,22.5,16.5,55.8,24.2,71.4,18.8,"4,333","4,132",201
350,PA- DANVILLE,390045,Williamsport Regional Med Ctr,Williamsport,PA,UPMC,387,91.4,0.8,"71,125","32,193","18,222","12,638","2,709","3,037","1,324",703,300,"10,471","5,609","1,949",708,413,"1,792","28,714",15.3,"1,881",0.8,0.8,0.9,"5,666",49.1,115,0.8,0.7,1.1,41.8,19.5,6.2,13.3,22.3,59.1,25.2,10.5,9.7,1.1,39.4,9.2,4.7,1.7,3.0,4.5,10.5,24.0,9.9,8.8,1.1,5.7,22.8,18.7,45.2,12.2,69.7,15.4,"3,374","3,148",226
363,PA- YORK,390046,Wellspan York Hospital,York,PA,WellSpan Health,813,93.8,1.0,"88,534","40,085","19,308","16,975","3,773","5,079","1,261","1,023","1,030","18,154","6,687","3,069",914,674,"6,810","35,403",18.7,"1,892",0.9,1.0,0.9,"6,693",61.4,109,0.9,0.9,1.0,51.3,9.0,4.9,4.1,42.3,51.9,31.6,14.6,11.5,1.3,43.2,10.7,2.0,1.4,0.6,8.7,9.8,28.8,11.7,12.8,0.9,6.9,14.0,8.3,64.6,20.6,70.2,16.2,"5,349","5,043",306
352,PA- HARRISBURG,390048,Geisinger-Lewistown Hospital,Lewistown,PA,Geisinger,138,90.0,0.8,"82,895","36,884","18,990","16,263","2,441","4,688","1,595","1,682",353,"15,307","6,273","2,352",905,644,"5,132","33,392",15.2,"2,197",0.9,0.8,1.1,"6,302",54.7,115,0.9,0.8,1.1,41.6,7.9,4.6,3.3,33.7,72.7,29.2,13.9,10.2,1.4,35.5,8.2,1.8,1.3,0.6,6.3,15.1,23.3,12.3,8.1,1.5,4.2,25.1,15.8,46.5,20.1,60.1,13.9,"4,968","4,485",482
346,PA- ALLENTOWN,390049,St. Luke's Univ.Hosp - Bethlehem,Bethlehem,PA,St. Luke's University Health Network,650,86.7,1.1,"91,781","45,096","20,106","13,417","4,332","5,671","1,579",707,873,"14,842","7,267","2,408",872,829,"3,466","40,297",20.1,"2,002",1.1,1.1,1.0,"7,269",68.3,106,1.0,1.0,1.0,55.1,21.8,3.9,17.9,33.4,55.5,32.4,14.4,11.7,1.2,48.8,10.9,4.6,1.1,3.5,6.3,8.6,31.5,14.7,10.6,1.4,8.3,20.7,18.5,61.8,22.5,73.7,18.5,"4,316","4,112",204
357,PA- PITTSBURGH,390050,Allegheny General Hospital,Pittsburgh,PA,Allegheny Health Network,253,83.0,1.1,"85,945","42,275","16,815","13,660","5,037","4,677","1,463","1,491",527,"12,589","6,536","2,350","1,089",623,"1,991","37,039",16.9,"2,186",1.0,0.9,1.1,"6,571",68.5,96,0.9,1.0,0.9,46.4,13.2,11.0,2.2,33.2,51.4,33.0,16.8,9.7,1.7,43.6,10.8,3.2,2.8,0.4,7.6,10.1,35.8,19.7,9.3,2.1,11.6,21.6,16.8,57.5,21.4,74.8,17.4,"4,324","3,880",444
346,PA- ALLENTOWN,390057,Grand View Hospital,Sellersville,PA,,219,90.8,1.1,"98,808","38,546","26,461","16,609","7,179","5,874","1,758","1,467",914,"25,849","9,034","3,828",965,961,"11,061","33,005",18.8,"1,755",0.9,1.0,0.8,"9,035",79.4,114,1.3,1.2,1.1,51.5,35.6,5.7,29.9,16.0,70.6,36.4,18.5,11.5,1.6,50.4,10.5,7.6,1.6,6.0,2.9,11.4,37.8,22.5,10.9,2.1,14.7,14.9,13.9,67.1,23.9,79.0,21.5,"7,518","7,106",411
352,PA- HARRISBURG,390058,Carlisle Regional Medical Center,Carlisle,PA,UPMC,191,88.4,0.9,"80,314","30,649","18,163","20,859","2,847","4,918","1,303",888,687,"13,394","6,831","2,121",740,706,"2,997","26,824",16.8,"1,595",0.7,0.9,0.8,"6,840",58.3,117,1.0,0.9,1.1,46.1,8.8,6.9,1.9,37.3,63.4,25.3,9.3,11.2,0.8,40.2,10.8,2.0,1.7,0.3,8.8,11.3,29.2,10.5,7.6,1.4,5.2,20.1,10.5,49.1,17.2,67.3,16.0,"3,706","3,447",259
351,PA- ERIE,390063,Upmc Hamot,Erie,PA,UPMC,401,89.5,0.9,"72,227","34,872","15,395","12,848","2,968","2,423","1,865","1,255",601,"12,478","5,449","2,641","1,015",865,"2,508","30,765",16.4,"1,881",0.8,0.9,0.9,"5,531",57.4,96,0.8,0.9,0.9,44.8,32.7,31.8,0.9,12.1,49.8,28.7,11.4,11.5,1.0,57.7,10.4,7.8,7.5,0.2,2.7,9.6,29.8,12.3,12.7,1.0,7.2,31.4,27.5,43.6,12.3,68.1,15.9,"4,137","3,756",381
352,PA- HARRISBURG,390065,Wellspan Gettysburg Hospital,Gettysburg,PA,WellSpan Health,199,87.6,0.8,"82,217","34,828","18,919","16,750","3,537","5,037","1,416","1,188",543,"13,890","6,404","2,460","1,006",644,"3,376","31,021",16.2,"1,919",0.8,0.9,0.9,"6,411",51.0,126,0.9,0.8,1.2,44.3,7.9,5.4,2.5,36.4,79.5,27.4,9.7,12.5,0.8,37.9,9.0,1.7,1.5,0.3,7.2,13.7,22.8,8.2,10.9,0.7,6.3,17.7,10.6,53.2,21.7,65.5,14.8,"4,118","3,778",340
352,PA- HARRISBURG,390066,Wellspan Good Samaritan Hospital,Lebanon,PA,WellSpan Health,263,94.5,0.8,"71,438","31,638","15,805","12,297","3,022","6,278","1,162",519,718,"12,114","6,299","1,998",750,607,"2,460","27,867",15.2,"1,831",0.7,0.8,0.9,"6,299",53.0,119,0.9,0.8,1.1,41.7,6.3,4.6,1.7,35.4,52.0,25.4,9.8,11.1,0.9,35.1,9.0,1.5,1.2,0.4,7.5,7.8,24.1,9.4,10.0,0.9,6.4,24.9,14.2,50.1,20.0,63.2,14.3,"3,358","3,176",182
352,PA- HARRISBURG,390067,Pinnacle Health System,Harrisburg,PA,UPMC,724,91.5,1.0,"92,379","40,610","18,496","19,347","3,671","7,071","1,177","1,029",977,"17,237","7,145","2,983",794,839,"5,475","35,804",18.1,"1,977",1.0,1.0,0.9,"7,152",62.5,115,1.0,0.9,1.1,49.6,7.7,5.8,1.9,41.9,42.6,27.6,13.1,8.8,1.5,42.0,10.6,2.0,1.5,0.5,8.7,7.0,30.7,14.2,6.5,2.2,6.7,19.4,11.1,61.0,30.3,69.4,17.3,"5,241","4,936",305
347,PA- ALTOONA,390073,Upmc Altoona,Altoona,PA,UPMC,431,93.1,1.1,"87,824","37,560","16,368","21,494","4,930","4,514","1,878",841,239,"13,471","6,615","2,674",949,530,"2,703","32,769",17.4,"1,881",0.9,1.0,0.9,"6,712",74.5,90,0.9,1.1,0.8,47.7,35.5,20.8,14.7,12.2,56.9,31.0,14.0,11.7,1.2,55.1,10.4,8.1,4.7,3.4,2.3,9.9,36.8,18.2,14.6,1.3,10.1,27.0,23.9,48.6,20.3,69.6,16.3,"4,156","3,896",261
355,PA- LANCASTER,390076,Brandywine Hospital,Coatesville,PA,Tower Health,149,89.7,1.0,"83,118","33,511","15,774","14,991","5,697","9,772","1,607","1,041",725,"16,521","8,014","3,216",875,765,"3,651","28,242",16.4,"1,717",0.8,0.9,0.8,"8,017",67.7,118,1.1,1.0,1.1,45.1,31.6,5.6,25.9,13.5,63.2,33.7,14.3,14.0,1.0,44.5,9.1,6.3,1.2,5.1,2.8,11.1,30.7,14.8,12.1,1.2,8.4,17.1,13.8,64.6,31.7,65.1,14.8,"4,541","4,245",296
359,PA- SAYRE,390079,Robert Packer Hospital,Sayre,PA,Guthrie Clinic,386,91.9,0.9,"70,111","35,793","16,265","9,678","2,071","3,105","1,318","1,403",479,"10,527","4,943","2,050",785,834,"1,915","32,397",19.5,"1,663",0.9,1.1,0.8,"4,962",47.5,104,0.7,0.7,1.0,53.4,7.2,4.6,2.6,46.1,64.4,25.3,10.0,10.0,1.0,44.1,11.6,1.8,1.1,0.6,9.8,10.8,22.6,9.6,10.8,0.9,4.3,24.6,14.3,46.5,17.3,63.2,14.2,"3,853","3,429",425
356,PA- PHILADELPHIA,390080,Jeanes Hospital,Philadelphia,PA,Temple University Health System,140,84.7,1.1,"102,301","49,622","22,619","13,651","8,983","3,592","1,421","1,551",861,"14,846","7,559","3,167","1,086",972,"2,063","44,681",20.1,"2,227",1.2,1.1,1.1,"7,564",75.2,101,1.1,1.1,0.9,55.0,32.9,7.0,25.9,22.1,64.5,34.6,14.8,12.9,1.2,53.0,11.3,7.3,2.0,5.3,4.0,10.4,33.6,15.5,11.7,1.3,16.4,25.6,21.7,53.5,13.2,75.7,18.8,"5,011","4,556",455
356,PA- PHILADELPHIA,390081,Delaware County Memorial Hosp,Drexel Hill,PA,Prospect Medical Holdings,114,85.9,1.2,"101,055","43,154","24,103","19,258","6,356","5,620","1,120",750,692,"23,489","9,184","2,630","1,111",824,"9,739","37,160",18.1,"2,058",1.0,1.0,1.0,"9,212",83.8,110,1.3,1.3,1.0,49.5,27.7,6.3,21.4,21.8,64.8,39.8,22.1,12.3,1.8,47.2,8.8,5.2,1.4,3.8,3.5,12.6,34.5,20.3,10.1,2.0,11.5,19.1,17.6,56.8,16.7,72.0,17.1,"6,683","6,461",222
357,PA- PITTSBURGH,390086,Penn Highlands Dubois,Dubois,PA,,262,85.8,0.7,"80,941","32,838","22,581","12,777","4,555","3,839","2,353","1,053",945,"16,374","5,263","2,446",986,905,"6,774","29,365",14.6,"2,009",0.8,0.8,1.0,"5,323",48.5,110,0.7,0.7,1.0,40.1,11.2,10.0,1.2,28.8,66.0,24.1,11.2,7.4,1.5,37.9,8.5,2.4,2.1,0.2,6.1,11.5,22.3,9.4,5.6,1.7,10.8,21.0,14.2,42.8,17.7,60.4,14.0,"5,049","4,729",320
351,PA- ERIE,390091,Upmc Northwest,Seneca,PA,UPMC,167,86.3,0.9,"70,013","30,727","13,354","13,328","3,451","5,343","2,596",753,461,"11,737","5,765","1,720",855,438,"2,959","26,902",17.3,"1,552",0.7,1.0,0.7,"5,788",54.5,106,0.8,0.8,1.0,47.5,27.8,27.0,0.7,19.7,70.6,28.2,9.0,13.9,0.7,56.1,8.9,5.3,5.2,0.1,3.6,13.7,22.7,8.1,10.9,0.7,5.1,18.4,13.7,51.6,24.0,51.3,11.7,"3,569","3,319",250
357,PA- PITTSBURGH,390093,Clarion Hospital,Clarion,PA,,84,82.9,0.7,"77,089","36,109","18,372","13,957","4,103","2,286",951,977,333,"8,234","4,211","1,688",704,427,"1,204","33,381",13.7,"2,436",0.9,0.8,1.2,"4,313",47.2,91,0.6,0.7,0.8,37.5,11.9,11.4,0.5,25.7,62.1,22.6,7.9,10.1,0.8,36.8,8.1,3.0,2.8,0.1,5.2,12.9,23.0,8.9,11.0,0.8,12.6,24.9,15.4,31.3,11.5,43.7,10.8,"3,290","2,987",304
358,PA- READING,390096,Penn State Health St. Joseph,Reading,PA,Penn State Hershey Health System,216,92.8,1.1,"83,694","37,083","19,001","16,830","3,963","4,487","1,004",602,723,"13,917","6,868","2,392","1,102",863,"2,692","32,491",18.6,"1,751",0.9,1.0,0.8,"6,868",67.8,101,1.0,1.0,0.9,50.8,38.4,4.3,34.1,12.5,48.8,27.4,14.8,7.5,2.0,49.9,11.2,8.6,1.3,7.3,2.6,8.8,35.2,16.8,7.2,2.3,9.4,18.9,17.3,56.0,20.3,70.5,18.1,"4,171","3,989",182
356,PA- PHILADELPHIA,390097,Holy Redeemer Hospital,Meadowbrook,PA,,256,88.6,1.4,"89,110","38,472","19,526","14,949","8,972","3,630","1,810",782,960,"22,391","9,825","3,122","1,125","1,201","7,117","31,778",21.3,"1,492",0.8,1.2,0.7,"9,825",96.5,102,1.4,1.5,0.9,58.3,34.1,11.4,22.6,24.3,54.5,41.8,18.7,14.7,1.3,58.0,12.9,7.4,2.8,4.6,5.5,10.0,50.2,26.3,15.8,1.7,19.3,20.5,12.1,60.9,11.8,80.3,20.5,"6,077","5,835",242
355,PA- LANCASTER,390100,Lancaster General Health,Lancaster,PA,University of Pennsylvania Health System,934,95.7,0.9,"78,347","32,743","16,456","14,586","3,449","8,195","1,155",698,"1,064","14,354","6,458","2,693","1,072",600,"3,532","28,804",16.2,"1,773",0.8,0.9,0.9,"6,461",57.2,113,0.9,0.9,1.0,44.5,6.6,3.6,3.0,37.9,55.1,26.6,11.8,9.8,1.2,36.8,8.5,1.5,0.8,0.7,7.0,9.3,23.5,10.9,7.8,1.4,5.9,16.0,11.3,65.3,30.0,66.4,16.2,"4,132","3,928",204
363,PA- YORK,390101,Memorial Hospital-York,York,PA,UPMC,110,87.4,0.8,"77,678","35,240","13,075","17,786","4,388","4,807","1,174",639,569,"11,871","5,994","2,154",730,488,"2,506","31,335",15.5,"2,024",0.8,0.9,1.0,"5,994",52.1,115,0.8,0.8,1.1,42.4,13.5,6.3,7.2,28.9,44.0,25.4,12.2,9.2,1.3,38.3,7.3,1.6,1.5,0.0,5.7,6.5,19.3,9.2,6.8,1.3,5.9,21.1,12.7,44.6,20.9,55.9,12.9,"3,423","3,225",199
357,PA- PITTSBURGH,390102,Upmc St. Margaret,Pittsburgh,PA,UPMC,169,89.4,1.2,"90,449","33,490","13,689","19,539","12,479","7,960","1,655",792,844,"20,275","7,238","1,899",873,668,"9,597","28,223",17.0,"1,662",0.8,0.9,0.8,"7,239",77.1,94,1.0,1.2,0.9,46.5,31.8,31.5,0.3,14.7,56.1,36.4,18.5,12.5,1.5,58.6,9.2,6.5,6.5,0.1,2.7,9.1,37.7,21.6,12.7,1.7,11.2,21.1,16.8,62.0,28.1,64.2,15.0,"5,851","5,601",250
357,PA- PITTSBURGH,390107,Upmc Passavant,Pittsburgh,PA,UPMC,327,89.9,1.4,"89,219","38,882","17,470","17,227","6,581","5,563","1,937",699,859,"16,415","9,056","2,602","1,021",636,"3,099","32,372",21.6,"1,500",0.9,1.2,0.7,"9,062",86.4,105,1.3,1.3,1.0,59.1,33.3,32.4,0.9,25.8,63.1,41.0,19.1,15.4,1.2,68.9,11.8,7.1,6.9,0.2,4.7,10.8,42.5,22.1,13.6,1.6,12.7,22.9,19.1,59.6,21.4,76.9,19.5,"4,469","4,257",213
354,PA- JOHNSTOWN,390110,Conemaugh Memorial Med Ctr,Johnstown,PA,Duke LifePoint Healthcare,294,91.2,1.0,"84,014","38,247","15,982","15,152","4,683","6,924","1,772",776,479,"14,184","6,063","3,032","1,090",488,"3,511","33,572",17.8,"1,889",0.9,1.0,0.9,"6,180",63.1,98,0.9,1.0,0.9,48.7,25.4,9.2,16.2,23.3,49.4,29.8,13.0,10.7,1.2,47.5,10.3,5.5,2.2,3.4,4.8,8.8,31.2,13.8,11.4,1.2,10.7,28.5,20.8,55.4,32.2,63.3,14.2,"4,504","4,246",258
356,PA- PHILADELPHIA,390111,Hosp Of The Univ Of Pennsylvania,Philadelphia,PA,University of Pennsylvania Health System,411,80.2,1.3,"132,699","74,072","34,391","9,683","5,619","4,430",799,"2,919",787,"15,754","6,701","3,178","1,380","1,075","3,422","68,559",26.5,"2,585",1.8,1.5,1.2,"6,712",73.2,92,0.9,1.1,0.9,72.7,23.6,11.5,12.1,49.0,38.1,36.4,20.3,7.6,2.7,66.1,16.6,5.6,3.2,2.4,11.0,7.7,35.7,20.8,6.4,3.3,14.9,23.2,19.3,59.3,19.6,74.2,19.1,"6,764","5,934",830
351,PA- ERIE,390113,Meadville Medical Center,Meadville,PA,Meadville Medical Center,176,90.0,0.8,"76,599","35,947","18,492","13,013","3,201","2,980","1,705",605,655,"11,969","5,878","2,316",910,695,"2,170","32,206",15.6,"2,067",0.9,0.9,1.0,"5,962",56.0,106,0.8,0.8,1.0,42.7,11.2,9.8,1.4,31.5,65.0,30.2,10.9,13.6,0.8,39.7,10.0,3.0,2.7,0.3,7.0,11.5,28.0,10.9,13.4,0.8,6.3,23.6,16.5,51.5,14.8,60.6,13.2,"3,558","3,368",189
356,PA- PHILADELPHIA,390115,Aria - Jefferson Health,Philadelphia,PA,Jefferson Health,420,85.8,1.3,"99,551","48,385","19,562","15,407","6,680","5,927","1,717","1,070",801,"21,118","8,794","3,216","1,041",988,"7,078","42,372",21.4,"1,980",1.1,1.2,1.0,"8,796",83.2,106,1.2,1.3,1.0,58.6,42.3,7.3,34.9,16.4,64.8,36.1,17.0,12.2,1.4,58.2,12.3,8.9,1.9,7.0,3.4,10.3,39.3,20.1,10.7,1.9,11.5,24.7,21.9,60.2,22.1,73.3,18.8,"6,447","6,115",331
